Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
ARMU,T-REX 2X Long ARM Daily Target ETF,Equity,"$1,870,920",N/A,"13,534",$27.23,1.91%,No,False,7.11%,-8.58%,N/A,N/A,N/A,"$1,301,056.00","$253,823.00","$524,165.00","$1,301,056.00","$1,301,056.00","$1,301,056.00",N/A,2025-03-04,1.05%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$21.63,$41.09,$26.69,$27.67,44.74,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SPAM,Themes Cybersecurity ETF,Equity,"$1,849,200",7.95%,741,$31.70,2.56%,No,False,0.32%,0.84%,18.49%,N/A,N/A,"-$9,400.00",$0.00,$0.00,"-$24,800.00","$1,070,800.00","$1,070,800.00",Technology Equities,2023-12-08,0.35%,N/A,$0.04,2024-12-24,$0.04,0.12%,N/A,N/A,39,49.25%,40%,20%,1099,$30.87,$33.31,$31.34,$31.88,47.95,N/A,A-,N/A,N/A,B-,N/A,6.65,62.71%,59.89%,100.48,8.22%,1.94%
GENW,Genter Capital International Dividend ETF,Equity,"$1,833,630",N/A,"1,492",$12.37,1.14%,No,False,3.21%,3.95%,N/A,N/A,N/A,"$1,590,778.60","$242,994.20","$242,994.20","$1,590,778.60","$1,590,778.60","$1,590,778.60",N/A,2025-01-06,0.40%,N/A,$0.22,2025-06-27,$0.17,1.83%,N/A,N/A,37,50.29%,40%,20%,1099,$11.67,$12.38,$12.37,$12.37,65.24,N/A,N/A,N/A,N/A,N/A,N/A,7.49,81.75%,88.46%,87.57,15.84%,3.15%
AREA,Harbor AlphaEdge Next Generation REITs ETF,Equity,"$1,829,000",0.08%,142,$18.47,0.93%,No,False,-0.42%,-2.10%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$1,521,250.00","$1,521,250.00","$1,521,250.00",N/A,2024-09-03,0.50%,N/A,$0.35,2024-12-20,$0.35,1.84%,N/A,N/A,42,58.17%,40%,20%,1099,$18.14,$19.24,$18.47,$18.47,48.12,N/A,N/A,N/A,N/A,N/A,N/A,5.43,11.90%,25.32%,60.33,3.45%,10.97%
KLXY,KraneShares Global Luxury Index ETF,Equity,"$1,813,710",3.35%,653,$24.45,1.07%,No,False,0.20%,-3.02%,8.92%,N/A,N/A,"-$5,262,280.05","-$612,051.79","-$612,549.51","-$987,279.88","$1,331,598.72","$1,331,598.72",N/A,2023-09-07,0.69%,N/A,$0.31,2024-12-17,$0.30,1.23%,N/A,N/A,24,64.39%,40%,20%,1099,$23.91,$25.71,$24.32,$24.52,48.51,C,B,N/A,C+,B-,N/A,7.75,98.86%,93.96%,12.38,16.93%,1.78%
CLCG,Crossmark Large Cap Growth ETF,Equity,"$1,793,090",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$504,258.00",$0.00,"$504,258.00","$504,258.00","$504,258.00","$504,258.00",N/A,2025-07-23,0.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ROPE,Coastal Compass 100 ETF,Equity,"$1,777,470",6.71%,458,$25.65,1.02%,No,False,1.35%,-0.93%,N/A,N/A,N/A,"$231,053.00",$0.00,$0.00,"$1,707,130.09","$1,707,130.09","$1,707,130.09",N/A,2024-12-17,0.80%,N/A,$0.27,2025-06-27,$0.14,1.06%,N/A,N/A,52,49.20%,40%,20%,1099,$24.99,$26.05,$25.64,$25.66,54.86,N/A,N/A,N/A,N/A,N/A,N/A,6.11,18.19%,38.55%,26.32,23.34%,1.37%
XLBI,Materials Select Sector SPDR Premium Income Fund,Equity,"$1,704,380",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$725,990.22",$0.00,"$725,990.22","$725,990.22","$725,990.22","$725,990.22",N/A,2025-07-29,0.35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KBAB,KraneShares 2x Long BABA Daily ETF,Equity,"$1,658,760",N/A,"6,945",$17.65,6.26%,No,False,9.01%,28.99%,N/A,N/A,N/A,"$2,499,534.35",-$629.80,-$476.56,"$2,499,534.35","$2,499,534.35","$2,499,534.35",N/A,2025-03-11,1.00%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,100.00%,40%,20%,1099,$15.87,$18.04,$16.94,$18.04,54.99,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DRGN,Themes China Generative Artificial Intelligence ETF,Equity,"$1,644,970",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$1,589,991.00",$0.00,"$1,090,016.00","$1,589,991.00","$1,589,991.00","$1,589,991.00",N/A,2025-07-15,0.39%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,60.95%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NVOH,Novo Nordisk A/S (B Shares) ADRhedged,Equity,"$1,632,690",N/A,"2,086",$27.05,-0.84%,No,False,4.37%,-26.53%,N/A,N/A,N/A,"$1,165,960.00","$531,100.00","$798,190.00","$1,165,960.00","$1,165,960.00","$1,165,960.00",N/A,2025-01-07,0.19%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$21.80,$40.70,$26.77,$27.28,34.54,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PCCE,Polen Capital China Growth ETF,Equity,"$1,632,270",21.52%,345,$13.21,1.85%,No,False,1.49%,4.62%,39.70%,N/A,N/A,$1.50,$4.36,$8.94,"$63,007.60","$780,998.49","$780,998.49",N/A,2024-03-15,1.00%,N/A,$0.21,2024-12-27,$0.21,1.65%,N/A,N/A,31,56.51%,40%,20%,1099,$12.75,$13.41,$13.20,$13.24,58.95,C,C,N/A,C+,C+,N/A,6.49,98.80%,53.03%,50.15,0.00%,3.02%
CVNX,Defiance Daily Target 2X Long CVNA ETF,Equity,"$1,594,270",N/A,N/A,$21.21,-0.24%,No,False,-3.67%,-4.85%,N/A,N/A,N/A,"$1,416,690.00",$0.00,"-$556,842.50","$1,416,690.00","$1,416,690.00","$1,416,690.00",N/A,2025-05-28,1.31%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,100.00%,40%,20%,1099,$18.73,$25.63,$20.17,$22.27,48.57,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
WNDY,Global X Wind Energy ETF,Equity,"$1,591,460",17.23%,762,$12.35,1.15%,No,False,-3.25%,-0.60%,1.78%,-14.82%,N/A,"-$528,423.97",-$201.65,$156.48,"-$529,039.46","$1,052,204.78","$5,815,914.16",Alternative Energy Equities,2021-09-08,0.51%,N/A,$0.12,2025-06-27,$0.02,0.97%,22.63,0.76,29,69.16%,40%,20%,1099,$12.22,$13.28,$12.35,$12.35,47.84,B-,B+,N/A,B-,B+,N/A,7.4,80.49%,86.33%,213.38,0.00%,57.28%
CZAR,Themes Natural Monopoly ETF,Equity,"$1,574,770",10.52%,338,$31.63,0.44%,No,False,0.60%,-0.18%,17.18%,N/A,N/A,"-$1,766.00",$0.00,$0.00,"-$1,766.00","$1,314,728.00","$1,314,728.00",Global Equities,2023-12-13,0.35%,N/A,$0.27,2024-12-24,$0.27,0.85%,N/A,N/A,97,37.47%,40%,20%,1099,$31.14,$32.35,$31.51,$31.69,51.38,N/A,A-,N/A,N/A,B-,N/A,7.89,96.73%,96.24%,84.53,9.46%,5.58%
TINT,ProShares Smart Materials ETF,Equity,"$1,567,740",10.50%,231,$31.81,1.24%,No,False,1.67%,1.38%,5.47%,0.81%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,"-$1,889,404.93",Materials,2021-10-26,0.58%,N/A,$0.50,2025-06-25,$0.27,1.60%,0.00,1.34,31,49.73%,40%,20%,1099,$30.54,$32.15,$31.81,$31.81,59.59,C+,B,N/A,B-,B+,N/A,6.72,74.47%,62.76%,220.03,0.00%,12.31%
CLCV,Crossmark Large Cap Value ETF,Equity,"$1,476,570",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$491,658.00","$247,080.00","$491,658.00","$491,658.00","$491,658.00","$491,658.00",N/A,2025-07-23,0.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SPCY,STKd 100% SMCI & 100% NVDA ETF,Equity,"$1,471,060",N/A,"4,794",$30.40,3.51%,No,False,-16.82%,2.39%,N/A,N/A,N/A,"$1,301,030.00",$0.00,"$801,050.00","$1,301,030.00","$1,301,030.00","$1,301,030.00",N/A,2025-03-05,1.29%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$27.29,$40.02,$29.67,$30.80,50.03,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SAWS,AAM Sawgrass US Small Cap Quality Growth ETF,Equity,"$1,397,500",4.14%,"1,022",$20.50,2.71%,No,False,4.68%,5.37%,13.15%,N/A,N/A,"$602,249.00",$0.00,"-$195,580.00","$602,249.00","$1,360,230.05","$1,360,230.05",N/A,2024-07-30,0.55%,N/A,$0.01,2024-12-31,$0.01,0.04%,N/A,N/A,76,28.24%,40%,20%,1099,$19.01,$20.12,$20.50,$20.50,64.65,N/A,B+,N/A,N/A,N/A,N/A,5.73,35.01%,29.73%,24.72,4.86%,7.55%
RBLY,YieldMax RBLX Option Income Strategy ETF,Equity,"$1,368,470",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$1,249,950.00",$0.00,"$1,249,950.00","$1,249,950.00","$1,249,950.00","$1,249,950.00",N/A,2025-07-29,0.99%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BULD,Pacer BlueStar Engineering the Future ETF,Equity,"$1,368,000",10.93%,473,$23.72,3.63%,No,False,4.04%,1.11%,17.61%,5.72%,N/A,"$398,600.00",$0.00,$0.00,"$398,600.00","-$41,400.00","$1,164,979.48",Technology Equities,2022-05-04,0.49%,N/A,$0.04,2025-06-05,$0.02,0.15%,0.00,-1.46,54,60.39%,40%,20%,1099,$22.45,$23.81,$23.72,$23.72,59.95,C,B,B+,C,B-,N/A,7.97,98.06%,97.22%,14.02,0.17%,4.60%
QMID,WisdomTree U.S. MidCap Quality Growth Fund,Equity,"$1,353,150",2.27%,130,$27.65,2.18%,No,False,1.53%,1.55%,8.95%,N/A,N/A,$0.00,$0.00,$0.00,$225.00,"$1,230,293.15","$1,230,293.15",N/A,2024-01-25,0.38%,N/A,$0.31,2024-12-26,$0.31,1.13%,N/A,N/A,124,13.81%,40%,20%,1099,$26.83,$28.05,$27.65,$27.65,56.92,B-,A-,N/A,C+,C,N/A,5.84,43.26%,32.37%,107.79,4.67%,13.53%
CLOD,Themes Cloud Computing ETF,Equity,"$1,331,120",9.21%,773,$33.54,0.63%,No,False,-0.71%,-0.41%,29.86%,N/A,N/A,"-$305,078.00",$0.00,$0.00,"-$305,078.00","$1,005,359.00","$1,005,359.00",Technology Equities,2023-12-15,0.35%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,52,46.12%,40%,20%,1099,$33.29,$35.36,$33.38,$33.63,46.67,N/A,A-,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BOTT,Themes Robotics & Automation ETF,Equity,"$1,297,000",21.69%,"1,056",$33.42,2.45%,No,False,2.91%,8.16%,36.42%,N/A,N/A,"$621,250.00","$323,633.00","$323,633.00","$621,250.00","$1,121,225.00","$1,121,225.00",N/A,2024-04-22,0.35%,N/A,$0.48,2024-12-24,$0.48,1.43%,N/A,N/A,32,38.20%,40%,20%,1099,$31.19,$33.30,$33.26,$33.54,68.78,C,A-,N/A,N/A,C+,N/A,6.3,57.45%,45.56%,21.22,6.32%,8.55%
WILD,VistaShares Animal Spirits Daily 2X Strategy ETF,Equity,"$1,277,620",N/A,N/A,$25.71,0.43%,No,False,7.96%,22.38%,N/A,N/A,N/A,"$999,980.00",$0.00,$0.00,"$999,980.00","$999,980.00","$999,980.00",N/A,2025-06-04,1.29%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$21.52,$26.31,$25.25,$26.01,64.08,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MZZ,ProShares UltraShort MidCap400,Equity,"$1,273,600",-8.62%,"3,692",$8.76,-4.68%,Yes,-2x,-2.47%,-0.31%,-19.68%,-15.34%,-24.23%,"$27,935.00",$0.00,$0.00,"$274,627.50","-$242,627.50","-$256,123.03",Inverse Equities,2006-07-11,0.95%,N/A,$0.53,2025-06-25,$0.09,6.02%,0.00,-2.11,1,100.00%,40%,20%,1099,$8.47,$9.29,$8.65,$8.99,44.25,C+,B,A-,A-,B,B,0.0,N/A,N/A,N/A,N/A,N/A
XLCI,Communication Services Select Sector SPDR Premium Income Fund,Equity,"$1,261,110",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$248,354.86",$0.00,"$248,354.86","$248,354.86","$248,354.86","$248,354.86",N/A,2025-07-29,0.35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FCFY,First Trust S&P 500 Diversified Free Cash Flow ETF,Equity,"$1,256,600",8.06%,225,$25.80,2.75%,No,False,2.49%,0.73%,15.77%,N/A,N/A,$0.00,$0.00,$0.00,"$1,200.00","$1,022,800.00","$1,022,800.00",N/A,2023-08-23,0.60%,N/A,$0.45,2025-06-26,$0.10,1.77%,N/A,N/A,102,27.47%,40%,20%,1099,$24.68,$26.31,$25.80,$25.80,57.61,C,B,N/A,B-,B,N/A,6.59,86.51%,57.22%,131.26,5.91%,5.61%
XLRI,Real Estate Select Sector SPDR Premium Income Fund,Equity,"$1,232,920",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$249,682.11",$0.00,"$249,682.11","$249,682.11","$249,682.11","$249,682.11",N/A,2025-07-29,0.35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MAKX,ProShares S&P Kensho Smart Factories ETF,Equity,"$1,208,000",22.07%,377,$50.26,4.21%,No,False,5.03%,6.28%,42.73%,14.90%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,"-$2,362,835.00",Industrials Equities,2021-09-29,0.58%,N/A,$0.08,2024-12-23,$0.08,0.16%,0.00,1.36,24,59.19%,40%,20%,1099,$46.70,$50.40,$50.01,$50.39,65.75,C,B,N/A,C+,B,N/A,6.29,45.03%,45.15%,76.47,0.00%,2.38%
CTEX,ProShares S&P Kensho Cleantech ETF,Equity,"$1,207,790",13.43%,677,$24.31,1.04%,No,False,0.73%,4.95%,22.51%,-15.02%,N/A,"-$1,812,440.00",$0.00,$0.00,"-$1,766,430.00","$782,950.00","$772,474.76",Alternative Energy Equities,2021-09-29,0.58%,N/A,$0.11,2025-03-26,$0.03,0.47%,0.00,1.52,31,46.57%,40%,20%,1099,$23.20,$24.89,$24.30,$24.32,62.32,B-,B,N/A,C,B,N/A,6.32,46.34%,46.37%,295.91,2.70%,35.51%
QDCC,Global X S&P 500 Quality Dividend Covered Call ETF,Equity,"$1,203,000",3.28%,323,$24.51,0.95%,No,False,1.35%,2.03%,9.92%,N/A,N/A,"$228,497.14",-$199.82,-$179.03,"-$1,272,047.85","$1,233,683.11","$1,233,683.11",N/A,2024-05-07,0.35%,N/A,$2.56,2025-07-21,$0.24,10.67%,N/A,N/A,3,100.00%,40%,20%,1099,$23.94,$24.43,$24.51,$24.51,68.09,C,A-,N/A,N/A,B,N/A,6.72,86.02%,62.84%,140.47,5.79%,4.58%
SMAP,Amplify Small-Mid Cap Equity ETF,Equity,"$1,201,000",2.74%,281,$24.58,2.46%,No,False,0.68%,-0.90%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$1,240,475.19","$1,240,475.19","$1,240,475.19",N/A,2024-10-23,0.60%,N/A,$0.10,2025-06-27,$0.03,0.39%,N/A,N/A,59,30.86%,40%,20%,1099,$23.92,$25.09,$24.56,$24.60,53.37,N/A,N/A,N/A,N/A,N/A,N/A,6.43,78.90%,50.39%,112.56,5.32%,7.05%
AVGU,GraniteShares 2x Long AVGO Daily ETF,Equity,"$1,200,030",N/A,N/A,$31.88,6.44%,No,False,13.80%,22.45%,N/A,N/A,N/A,"$271,700.00",$0.00,"$271,700.00","$271,700.00","$271,700.00","$271,700.00",N/A,2025-07-15,1.50%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,1,100.00%,40%,20%,1099,$24.99,$31.45,$30.90,$32.36,65.81,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SIJ,ProShares UltraShort Industrials,Equity,"$1,199,300",-26.28%,"3,820",$12.04,-2.19%,Yes,-2x,-1.23%,-1.65%,-34.25%,-23.18%,-25.03%,"$678,056.69",$0.00,"$120,492.00","$604,633.69","$1,127,812.19","$3,270,530.03",Inverse Equities,2007-01-30,0.95%,N/A,$0.37,2025-06-25,$0.18,3.06%,0.00,-2.07,1,100.00%,40%,20%,1099,$11.54,$12.59,$12.03,$12.06,42.59,C+,A-,A-,A-,C,B,0.0,N/A,N/A,N/A,N/A,N/A
MSTP,GraniteShares 2x Long MSTR Daily ETF,Equity,"$1,197,020",N/A,N/A,$23.29,-2.55%,No,False,9.84%,-20.83%,N/A,N/A,N/A,"$457,000.00","-$239,400.00","$732,000.00","$457,000.00","$457,000.00","$457,000.00",N/A,2025-06-09,1.50%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,1,100.00%,40%,20%,1099,$19.39,$31.32,$23.23,$23.41,46.34,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AGMI,Themes Silver Miners ETF,Equity,"$1,189,590",64.20%,717,$40.25,1.36%,No,False,7.17%,8.53%,65.68%,N/A,N/A,"$356,910.00",$0.00,$0.00,"$344,756.00","$844,731.00","$844,731.00",N/A,2024-05-03,0.35%,N/A,$0.44,2024-12-24,$0.44,1.11%,N/A,N/A,27,66.76%,40%,20%,1099,$34.41,$40.36,$40.25,$40.25,67.11,C+,A-,N/A,N/A,C+,N/A,5.75,12.58%,29.97%,205.3,0.00%,0.00%
HWAY,Themes US Infrastructure ETF,Equity,"$1,172,600",14.70%,394,$29.97,2.25%,No,False,1.88%,3.18%,N/A,N/A,N/A,"-$253,808.00",$0.00,$0.00,"$1,049,777.00","$1,049,777.00","$1,049,777.00",N/A,2024-09-12,0.29%,N/A,$0.06,2024-12-24,$0.06,0.19%,N/A,N/A,98,43.99%,40%,20%,1099,$28.71,$30.26,$29.83,$30.24,63.00,N/A,N/A,N/A,N/A,N/A,N/A,7.11,86.17%,78.03%,190.04,5.81%,5.82%
COPA,Themes Copper Miners ETF,Equity,"$1,148,800",30.17%,"1,475",$29.30,2.16%,No,False,5.33%,4.91%,N/A,N/A,N/A,"$507,600.00",$0.00,$0.00,"$557,100.00","$557,100.00","$557,100.00",N/A,2024-09-24,0.35%,N/A,$0.30,2024-12-24,$0.30,1.02%,N/A,N/A,52,43.83%,40%,20%,1099,$26.82,$29.46,$29.28,$29.32,63.05,N/A,N/A,N/A,N/A,N/A,N/A,5.2,37.76%,22.48%,355.75,4.61%,0.35%
ABLS,Abacus FCF Small Cap Leaders ETF,Equity,"$1,147,700",N/A,172,$23.33,2.59%,No,False,1.71%,-0.66%,N/A,N/A,N/A,"$221,483.00",$0.00,$0.00,"$221,483.00","$221,483.00","$221,483.00",N/A,2025-02-18,0.39%,N/A,$0.06,2025-06-27,$0.04,0.25%,N/A,N/A,51,29.16%,40%,20%,1099,$22.56,$23.79,$23.33,$23.33,51.40,N/A,N/A,N/A,N/A,N/A,N/A,5.69,30.96%,29.13%,31.11,0.49%,9.36%
AIBD,Direxion Daily AI and Big Data Bear 2X Shares,Equity,"$1,134,880",-42.88%,"8,414",$8.81,-2.65%,No,False,-4.57%,-7.20%,-62.26%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$650,175.00","$650,175.00",N/A,2024-05-15,1.04%,N/A,$0.66,2025-06-24,$0.12,7.00%,N/A,N/A,2,100.00%,40%,20%,1099,$8.72,$9.59,$8.75,$8.93,35.52,N/A,C,N/A,N/A,C+,N/A,5.46,49.21%,25.70%,1.56,0.00%,0.00%
CARD,MAX Auto Industry -3x Inverse Leveraged ETN,Equity,"$1,114,640",-46.90%,"13,358",$3.59,-3.23%,Yes,-3x,-6.91%,-4.01%,-71.86%,N/A,N/A,"$1,198,058.46",$0.00,$0.00,"$1,198,058.46","$1,198,058.46","$1,198,058.46",Inverse Equities,2023-06-27,0.95%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,0,N/A,40%,20%,1099,$3.42,$4.01,$3.54,$3.69,42.17,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BULU,T-REX 2X Long BULL Daily Target ETF,Equity,"$1,110,200",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$1,068,378.00","$559,911.00","$1,068,378.00","$1,068,378.00","$1,068,378.00","$1,068,378.00",N/A,2025-07-31,1.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ELON,Battleshares TSLA vs F ETF,Equity,"$1,085,870",N/A,"5,588",$14.52,0.62%,No,False,17.77%,18.58%,N/A,N/A,N/A,"$2,754,630.00",$0.00,$0.00,"$2,754,630.00","$2,754,630.00","$2,754,630.00",N/A,2025-02-12,1.29%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$11.95,$14.69,$14.01,$14.77,54.27,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SMUP,T-REX 2X Long SMR Daily Target ETF,Equity,"$1,065,010",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$1,513,761.00","$653,926.00","$1,513,761.00","$1,513,761.00","$1,513,761.00","$1,513,761.00",N/A,2025-07-25,1.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FTIF,First Trust Bloomberg Inflation Sensitive Equity ETF,Equity,"$1,054,490",1.09%,452,$21.51,1.80%,No,False,0.11%,-3.74%,-1.60%,N/A,N/A,$0.00,$0.00,$0.00,"-$1,173,000.00","$998,400.00","$998,400.00",N/A,2023-03-13,0.60%,N/A,$0.62,2025-06-26,$0.08,2.83%,6.35,0.00,50,23.28%,40%,20%,1099,$21.02,$22.35,$21.44,$21.54,49.43,C,B,C,B-,B+,N/A,6.19,50.31%,40.85%,225.67,4.39%,4.57%
SAPH,SAP SE ADRhedged,Equity,"$1,053,050",N/A,217,$50.29,-4.52%,No,False,-4.04%,-8.12%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2025-01-07,0.19%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$50.05,$56.74,$49.55,$50.67,38.37,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XLUI,Utilities Select Sector SPDR Premium Income Fund,Equity,"$1,024,200",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2025-07-29,0.35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SOFL,2x Daily Software Platform ETF,Equity,"$1,020,650",N/A,N/A,$20.80,2.01%,No,False,3.88%,4.59%,N/A,N/A,N/A,"$972,790.00","-$27,190.00","-$27,190.00","$972,790.00","$972,790.00","$972,790.00",N/A,2025-07-01,1.29%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,100.00%,40%,20%,1099,$20.02,$21.17,$20.56,$20.94,55.41,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XLSI,Consumer Staples Select Sector SPDR Premium Income Fund,Equity,"$1,016,870",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2025-07-29,0.35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XLKI,Technology Select Sector SPDR Premium Income Fund,Equity,"$1,005,730",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2025-07-29,0.35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EFU,ProShares UltraShort MSCI EAFE,Equity,"$1,001,080",-33.85%,"2,339",$10.42,-2.62%,Yes,-2x,-5.67%,-4.29%,-29.79%,-21.66%,-19.76%,"$659,422.50",$0.00,"-$275,775.00","$1,151,798.28","$4,084,090.78","$4,161,390.57",Inverse Equities,2007-10-23,0.95%,N/A,$0.56,2025-06-25,$0.12,5.07%,0.00,-1.64,1,100.00%,40%,20%,1099,$10.30,$11.39,$10.37,$10.53,40.84,C+,B,A,A,B,C,0.0,N/A,N/A,N/A,N/A,N/A
